Employee_ID,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Department_Finance,Department_HR,Department_Marketing,Department_Sales,Job_Role_Accountant,Job_Role_Content Specialist,Job_Role_Finance Manager,Job_Role_Financial Analyst,Job_Role_HR Manager,Job_Role_HR Specialist,Job_Role_Marketing Analyst,Job_Role_Marketing Manager,Job_Role_QA Engineer,Job_Role_Recruiter,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Senior Engineer,Job_Role_Software Engineer
701,4,28,1,5960.02,100.0,2023-05-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,3,32,1,6245.42,83.0,2023-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
614,3,21,0,5447.04,72.0,2024-09-07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,1,31,6,4812.62,74.0,2018-01-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4,39,0,5586.94,72.0,2024-03-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
794,3,21,0,4931.76,61.0,2024-08-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,1,48,4,3361.45,64.0,2020-05-23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
541,3,37,0,4800.51,83.0,2024-09-15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159,3,32,12,7662.64,83.0,2012-04-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,2,35,0,4076.77,83.0,2024-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
570,2,42,9,5940.08,82.0,2015-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,2,29,2,5387.67,67.0,2022-04-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,1,25,3,3374.84,51.0,2021-08-13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
690,2,41,1,3514.78,76.0,2023-05-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,2,34,0,3213.66,58.0,2024-05-19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,2,39,2,4344.47,75.0,2022-10-19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
973,2,32,8,5960.8,62.0,2016-08-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1,35,3,3793.31,74.0,2021-01-20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,2,50,2,3795.12,81.0,2022-10-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,4,41,2,3989.5460000000003,69.0,2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,3,41,9,5415.39,76.0,2015-08-07,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
953,2,31,1,2807.93,82.0,2023-04-14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,2,33,1,4754.32,83.0,2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
715,3,26,0,5301.07,65.0,2024-03-03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
847,1,47,7,4892.69,46.0,2017-05-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
759,3,44,3,4127.318,84.0,2021-08-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1,41,2,3869.78,61.0,2022-05-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
680,2,30,1,4066.4880000000003,56.0,2023-09-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,4,30,3,6889.94,80.0,2021-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527,2,26,6,5745.77,56.0,2018-01-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2,32,4,5261.17,60.0,2023-03-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,2,34,7,6578.79,59.0,2017-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,3,41,2,3200.49,72.4,2022-01-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,2,29,0,3275.93,90.0,2024-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,33,6,4621.28,76.0,2018-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645,2,43,1,5005.08,61.8,2023-04-10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,3,35,3,5591.27,81.0,2021-02-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,4,45,9,7908.56,60.0,2015-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,2,29,0,3934.17,56.0,2024-03-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,4,34,0,7893.31,79.0,2024-11-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,3,25,0,4624.26,86.0,2024-12-16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
568,1,26,8,5163.99,66.0,2016-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,1,30,0,3550.44,80.0,2024-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,4,35,6,8278.29,91.0,2018-11-18,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
997,2,35,7,5706.21,65.0,2017-07-22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,3,35,1,5278.04,92.0,2023-02-26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168,2,21,4,5639.91,65.0,2020-07-07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
893,3,26,2,3975.2,54.0,2022-09-24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,4,35,1,6641.31,70.0,2023-08-09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,1,51,1,3577.73,74.0,2023-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
876,1,33,1,3336.23,76.0,2023-03-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
942,2,24,0,3940.74,58.0,2024-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
938,3,27,0,4791.36,60.0,2024-02-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2,34,3,5065.93,83.0,2021-02-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,4,37,1,6745.72,69.0,2023-04-24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,3,36,1,5875.6,65.0,2023-10-02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
741,2,32,9,6951.11,86.0,2015-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
572,2,38,5,5461.9619999999995,60.0,2019-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
776,3,37,2,5811.11,74.0,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
579,2,48,1,4805.202,53.0,2023-08-07,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
706,2,39,4,6357.09,81.0,2019-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,37,0,4745.5160000000005,63.0,2024-10-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2,34,0,2961.82,56.0,2024-04-10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,1,32,10,4646.16,72.0,2014-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
803,3,36,2,6011.52,62.0,2022-08-15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
936,3,35,2,3795.83,75.0,2022-02-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921,2,37,1,3750.718,77.0,2023-09-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
724,2,29,0,3834.79,52.0,2024-01-04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
564,1,36,1,3343.42,77.0,2023-08-06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509,2,46,3,5013.05,80.0,2021-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,3,37,2,4374.904,64.0,2022-06-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
348,1,41,18,7438.15,66.0,2006-04-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757,3,37,2,4729.84,59.0,2022-01-26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,2,34,1,2639.61,59.0,2023-04-15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
895,3,45,0,3325.85,98.0,2024-09-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
908,2,34,9,5743.03,86.0,2015-09-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2,30,3,3753.16,78.0,2021-05-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
692,1,43,0,3412.68,77.0,2024-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
976,4,45,3,6135.33,67.0,2021-06-10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,2,35,2,4060.25,60.0,2022-02-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,2,28,7,5985.46,87.0,2017-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
557,3,26,4,6540.66,67.0,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,1,37,1,3253.15,65.0,2023-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
878,2,40,6,4105.08,83.0,2018-02-15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,1,30,0,3437.75,73.0,2024-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,2,45,3,4970.49,65.0,2021-10-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
879,2,48,6,5617.42,64.0,2018-05-08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,2,38,0,3898.8900000000003,79.0,2024-04-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,2,23,7,4199.94,79.0,2017-11-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3,22,5,5090.47,61.0,2019-03-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
675,1,30,0,3288.58,70.0,2024-05-27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433,3,34,1,5632.4,67.0,2023-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,2,34,2,4329.74,65.6,2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
620,2,40,1,4891.68,66.0,2023-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143,3,25,19,4669.732,72.0,2005-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,2,37,2,2969.67,50.0,2022-04-08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,3,43,7,7320.31,74.0,2017-04-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
667,1,31,0,2303.4899999999993,70.0,2024-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,3,32,3,5889.87,51.0,2021-10-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
849,2,33,2,3189.95,80.0,2022-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,4,32,2,6033.38,66.0,2022-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
933,2,25,4,4724.75,87.0,2020-02-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,1,51,4,2856.79,72.0,2020-03-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,2,37,1,2940.24,53.0,2023-03-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,1,33,5,5423.6,73.0,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,2,28,3,3907.03,66.0,2021-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,2,42,2,4310.07,82.0,2022-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,2,36,5,5191.5,59.0,2019-10-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
830,3,26,10,6574.51,73.6,2014-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,2,35,7,5444.872,84.0,2017-09-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,29,1,3104.15,66.0,2023-10-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
665,2,38,5,6323.3,59.0,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,36,1,4884.03,82.0,2023-03-06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
694,3,44,4,5414.36,68.0,2020-03-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2,33,4,4279.38,61.0,2020-05-02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,2,47,1,3961.76,68.0,2023-07-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
581,3,32,1,4404.87,83.0,2023-03-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
784,2,36,1,3625.17,76.0,2023-01-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,2,44,7,6525.71,71.0,2017-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
443,3,25,3,5721.8,65.0,2021-05-11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
822,3,40,1,5924.26,53.0,2023-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
747,2,48,1,3432.67,78.0,2023-01-12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297,3,27,1,6210.77,80.0,2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,2,24,6,5178.46,63.0,2018-04-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,3,28,0,6000.25,75.0,2024-08-09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,1,38,11,6946.51,85.0,2013-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
805,3,38,4,6145.43,82.0,2020-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
866,2,47,2,5009.33,94.0,2022-02-10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
683,2,33,1,5192.02,74.0,2023-07-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,1,31,0,4139.57,71.0,2024-03-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
612,1,34,3,3438.84,68.0,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
622,3,38,4,6960.62,49.0,2015-03-20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1,34,1,4497.946,66.0,2023-02-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
882,3,55,0,4688.18,66.0,2024-11-10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,3,30,0,5279.84,66.0,2024-08-15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,2,40,1,4789.55,81.0,2023-07-26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,2,37,1,4079.6059999999998,63.0,2023-09-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
946,3,58,2,5480.57,73.0,2022-10-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
398,2,27,0,3555.2,82.0,2024-08-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
888,2,43,7,5701.6,59.0,2017-10-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,2,37,5,4915.31,48.0,2019-03-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,3,40,2,4659.4400000000005,93.0,2022-06-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
996,2,51,0,3142.52,90.0,2024-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
772,3,37,5,6181.97,88.0,2019-06-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,3,21,2,3767.41,65.0,2017-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599,1,44,1,2944.51,83.0,2023-01-17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735,2,38,6,5983.57,59.0,2018-04-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,2,21,2,3799.35,63.0,2024-04-13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,2,45,5,5877.57,80.0,2019-01-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867,3,34,0,4697.13,75.0,2024-12-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,1,37,4,4473.91,79.0,2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
814,2,27,0,3745.66,92.0,2024-09-19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
854,1,31,0,2932.07,61.0,2024-02-18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
464,2,31,1,3869.51,67.0,2023-06-18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208,1,33,4,3888.78,88.0,2023-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,2,30,7,5793.83,71.0,2017-09-16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,4,43,0,4704.39,77.0,2024-03-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,34,0,2988.34,68.0,2024-01-17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
964,2,33,11,6131.63,52.0,2013-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,2,36,5,5932.51,57.0,2019-07-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,3,35,3,5320.05,72.0,2021-07-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,3,41,1,4650.98,76.0,2023-09-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,3,27,1,5540.93,98.0,2023-01-21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,1,22,0,3149.39,74.0,2024-09-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,1,38,1,3946.57,54.0,2023-09-23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,2,35,3,3631.26,77.0,2021-07-27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,2,37,1,4101.09,64.0,2023-09-17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,2,37,4,6489.87,72.0,2020-10-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
708,2,35,5,4865.15,75.0,2019-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
524,2,32,2,3827.04,68.0,2022-05-11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,2,31,25,8807.73,55.0,2005-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
721,2,40,2,5777.41,59.0,2022-07-08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
552,2,41,1,3888.78,86.0,2023-04-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,2,38,0,2803.95,70.0,2024-10-06,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,2,37,1,3813.51,59.0,2023-09-21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,3,32,3,6759.84,81.0,2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,3,34,12,7479.38,92.0,2012-09-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,1,26,0,2358.94,77.0,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,1,42,1,3011.27,100.0,2023-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
324,1,40,4,2975.57,53.0,2020-04-12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,4,33,7,7814.6,72.0,2017-08-10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
868,2,27,1,4196.46,51.0,2023-08-13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,1,35,2,4377.58,93.0,2022-11-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
906,2,55,3,3538.8600000000006,71.0,2021-04-19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
835,2,38,2,3532.25,71.0,2022-03-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
948,2,43,6,5411.22,78.0,2018-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
516,3,42,1,5145.76,57.0,2023-05-19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
531,2,52,11,6318.16,86.0,2013-08-11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
603,4,30,2,7320.74,57.0,2022-04-15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
755,2,33,2,4489.92,94.0,2024-05-09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,3,40,6,6197.29,67.0,2018-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,1,34,0,3785.09,63.0,2024-04-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
840,4,44,5,5787.7119999999995,65.0,2019-03-07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,4,30,0,7626.83,70.0,2024-12-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,34,3,3577.61,73.0,2021-07-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,3,36,6,5418.474,70.0,2018-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,3,29,8,8564.48,54.0,2016-10-18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
991,3,33,2,6394.98,75.0,2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
869,2,42,2,5229.79,51.0,2022-09-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
915,3,21,10,8564.61,88.0,2014-10-14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,3,26,2,4659.39,68.0,2022-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3,34,2,5599.99,69.0,2022-05-17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,1,30,4,4950.75,79.0,2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
955,2,47,2,4419.22,62.0,2022-12-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
438,2,29,0,5406.916,65.0,2024-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
656,2,43,0,4084.2,81.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1,34,3,4293.33,78.4,2021-06-25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2,24,1,3354.01,65.0,2023-02-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,34,2,3755.55,49.0,2022-05-11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,2,31,2,3461.73,63.0,2022-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
795,3,32,0,6034.21,71.0,2024-11-08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
697,3,24,3,4761.48,74.0,2021-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,2,21,0,3714.3799999999997,82.0,2024-03-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
542,4,22,3,7834.41,75.0,2021-03-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,2,50,7,5537.75,81.0,2017-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
604,3,33,4,5580.69,80.0,2020-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,3,25,2,4751.14,72.0,2022-04-15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
745,2,57,3,4474.04,61.0,2021-03-26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
702,4,40,1,6591.78,63.0,2023-06-17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687,2,32,11,6852.9,73.0,2013-03-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
