Employee_ID,Segment_ID,Segment_Label
846,1,"Tenured Employees — Higher tenure, higher income"
502,0,"New Joiners — Lower tenure, lower income"
539,0,"New Joiners — Lower tenure, lower income"
713,0,"New Joiners — Lower tenure, lower income"
582,0,"New Joiners — Lower tenure, lower income"
344,0,"New Joiners — Lower tenure, lower income"
752,0,"New Joiners — Lower tenure, lower income"
663,1,"Tenured Employees — Higher tenure, higher income"
294,1,"Tenured Employees — Higher tenure, higher income"
365,1,"Tenured Employees — Higher tenure, higher income"
669,0,"New Joiners — Lower tenure, lower income"
15,1,"Tenured Employees — Higher tenure, higher income"
87,1,"Tenured Employees — Higher tenure, higher income"
371,0,"New Joiners — Lower tenure, lower income"
166,0,"New Joiners — Lower tenure, lower income"
935,0,"New Joiners — Lower tenure, lower income"
336,1,"Tenured Employees — Higher tenure, higher income"
60,1,"Tenured Employees — Higher tenure, higher income"
355,1,"Tenured Employees — Higher tenure, higher income"
425,0,"New Joiners — Lower tenure, lower income"
293,1,"Tenured Employees — Higher tenure, higher income"
42,1,"Tenured Employees — Higher tenure, higher income"
330,0,"New Joiners — Lower tenure, lower income"
615,0,"New Joiners — Lower tenure, lower income"
430,0,"New Joiners — Lower tenure, lower income"
80,1,"Tenured Employees — Higher tenure, higher income"
255,0,"New Joiners — Lower tenure, lower income"
797,0,"New Joiners — Lower tenure, lower income"
459,0,"New Joiners — Lower tenure, lower income"
384,0,"New Joiners — Lower tenure, lower income"
314,0,"New Joiners — Lower tenure, lower income"
85,0,"New Joiners — Lower tenure, lower income"
575,0,"New Joiners — Lower tenure, lower income"
137,0,"New Joiners — Lower tenure, lower income"
112,0,"New Joiners — Lower tenure, lower income"
195,0,"New Joiners — Lower tenure, lower income"
179,0,"New Joiners — Lower tenure, lower income"
939,0,"New Joiners — Lower tenure, lower income"
130,0,"New Joiners — Lower tenure, lower income"
338,0,"New Joiners — Lower tenure, lower income"
609,0,"New Joiners — Lower tenure, lower income"
125,1,"Tenured Employees — Higher tenure, higher income"
105,1,"Tenured Employees — Higher tenure, higher income"
227,1,"Tenured Employees — Higher tenure, higher income"
269,1,"Tenured Employees — Higher tenure, higher income"
153,0,"New Joiners — Lower tenure, lower income"
585,0,"New Joiners — Lower tenure, lower income"
104,1,"Tenured Employees — Higher tenure, higher income"
594,0,"New Joiners — Lower tenure, lower income"
977,0,"New Joiners — Lower tenure, lower income"
228,1,"Tenured Employees — Higher tenure, higher income"
937,0,"New Joiners — Lower tenure, lower income"
302,0,"New Joiners — Lower tenure, lower income"
276,0,"New Joiners — Lower tenure, lower income"
127,0,"New Joiners — Lower tenure, lower income"
406,0,"New Joiners — Lower tenure, lower income"
943,0,"New Joiners — Lower tenure, lower income"
37,1,"Tenured Employees — Higher tenure, higher income"
140,0,"New Joiners — Lower tenure, lower income"
304,0,"New Joiners — Lower tenure, lower income"
268,1,"Tenured Employees — Higher tenure, higher income"
534,0,"New Joiners — Lower tenure, lower income"
546,0,"New Joiners — Lower tenure, lower income"
213,0,"New Joiners — Lower tenure, lower income"
469,0,"New Joiners — Lower tenure, lower income"
199,0,"New Joiners — Lower tenure, lower income"
673,0,"New Joiners — Lower tenure, lower income"
528,0,"New Joiners — Lower tenure, lower income"
676,1,"Tenured Employees — Higher tenure, higher income"
975,0,"New Joiners — Lower tenure, lower income"
242,1,"Tenured Employees — Higher tenure, higher income"
343,1,"Tenured Employees — Higher tenure, higher income"
550,0,"New Joiners — Lower tenure, lower income"
387,0,"New Joiners — Lower tenure, lower income"
911,1,"Tenured Employees — Higher tenure, higher income"
207,0,"New Joiners — Lower tenure, lower income"
696,0,"New Joiners — Lower tenure, lower income"
818,0,"New Joiners — Lower tenure, lower income"
74,0,"New Joiners — Lower tenure, lower income"
793,0,"New Joiners — Lower tenure, lower income"
734,0,"New Joiners — Lower tenure, lower income"
756,0,"New Joiners — Lower tenure, lower income"
17,1,"Tenured Employees — Higher tenure, higher income"
440,0,"New Joiners — Lower tenure, lower income"
92,0,"New Joiners — Lower tenure, lower income"
89,1,"Tenured Employees — Higher tenure, higher income"
451,0,"New Joiners — Lower tenure, lower income"
718,0,"New Joiners — Lower tenure, lower income"
103,1,"Tenured Employees — Higher tenure, higher income"
239,0,"New Joiners — Lower tenure, lower income"
769,0,"New Joiners — Lower tenure, lower income"
247,1,"Tenured Employees — Higher tenure, higher income"
821,0,"New Joiners — Lower tenure, lower income"
158,0,"New Joiners — Lower tenure, lower income"
480,1,"Tenured Employees — Higher tenure, higher income"
646,0,"New Joiners — Lower tenure, lower income"
974,0,"New Joiners — Lower tenure, lower income"
872,0,"New Joiners — Lower tenure, lower income"
19,0,"New Joiners — Lower tenure, lower income"
751,0,"New Joiners — Lower tenure, lower income"
122,0,"New Joiners — Lower tenure, lower income"
886,0,"New Joiners — Lower tenure, lower income"
275,0,"New Joiners — Lower tenure, lower income"
951,0,"New Joiners — Lower tenure, lower income"
312,0,"New Joiners — Lower tenure, lower income"
806,0,"New Joiners — Lower tenure, lower income"
902,0,"New Joiners — Lower tenure, lower income"
547,0,"New Joiners — Lower tenure, lower income"
182,0,"New Joiners — Lower tenure, lower income"
185,0,"New Joiners — Lower tenure, lower income"
407,0,"New Joiners — Lower tenure, lower income"
720,1,"Tenured Employees — Higher tenure, higher income"
607,0,"New Joiners — Lower tenure, lower income"
693,1,"Tenured Employees — Higher tenure, higher income"
521,0,"New Joiners — Lower tenure, lower income"
381,0,"New Joiners — Lower tenure, lower income"
411,0,"New Joiners — Lower tenure, lower income"
635,0,"New Joiners — Lower tenure, lower income"
370,0,"New Joiners — Lower tenure, lower income"
859,0,"New Joiners — Lower tenure, lower income"
883,0,"New Joiners — Lower tenure, lower income"
801,1,"Tenured Employees — Higher tenure, higher income"
79,0,"New Joiners — Lower tenure, lower income"
574,0,"New Joiners — Lower tenure, lower income"
638,0,"New Joiners — Lower tenure, lower income"
608,1,"Tenured Employees — Higher tenure, higher income"
843,0,"New Joiners — Lower tenure, lower income"
69,1,"Tenured Employees — Higher tenure, higher income"
881,0,"New Joiners — Lower tenure, lower income"
980,0,"New Joiners — Lower tenure, lower income"
417,0,"New Joiners — Lower tenure, lower income"
790,1,"Tenured Employees — Higher tenure, higher income"
562,0,"New Joiners — Lower tenure, lower income"
68,0,"New Joiners — Lower tenure, lower income"
537,0,"New Joiners — Lower tenure, lower income"
78,0,"New Joiners — Lower tenure, lower income"
106,0,"New Joiners — Lower tenure, lower income"
829,0,"New Joiners — Lower tenure, lower income"
639,0,"New Joiners — Lower tenure, lower income"
560,1,"Tenured Employees — Higher tenure, higher income"
808,1,"Tenured Employees — Higher tenure, higher income"
691,0,"New Joiners — Lower tenure, lower income"
641,0,"New Joiners — Lower tenure, lower income"
995,1,"Tenured Employees — Higher tenure, higher income"
922,0,"New Joiners — Lower tenure, lower income"
736,0,"New Joiners — Lower tenure, lower income"
826,0,"New Joiners — Lower tenure, lower income"
491,1,"Tenured Employees — Higher tenure, higher income"
894,0,"New Joiners — Lower tenure, lower income"
606,0,"New Joiners — Lower tenure, lower income"
364,0,"New Joiners — Lower tenure, lower income"
70,0,"New Joiners — Lower tenure, lower income"
549,0,"New Joiners — Lower tenure, lower income"
161,1,"Tenured Employees — Higher tenure, higher income"
12,0,"New Joiners — Lower tenure, lower income"
145,0,"New Joiners — Lower tenure, lower income"
518,0,"New Joiners — Lower tenure, lower income"
428,1,"Tenured Employees — Higher tenure, higher income"
640,0,"New Joiners — Lower tenure, lower income"
177,0,"New Joiners — Lower tenure, lower income"
441,1,"Tenured Employees — Higher tenure, higher income"
522,0,"New Joiners — Lower tenure, lower income"
923,0,"New Joiners — Lower tenure, lower income"
999,0,"New Joiners — Lower tenure, lower income"
689,1,"Tenured Employees — Higher tenure, higher income"
211,0,"New Joiners — Lower tenure, lower income"
144,0,"New Joiners — Lower tenure, lower income"
754,0,"New Joiners — Lower tenure, lower income"
520,1,"Tenured Employees — Higher tenure, higher income"
349,0,"New Joiners — Lower tenure, lower income"
299,1,"Tenured Employees — Higher tenure, higher income"
767,0,"New Joiners — Lower tenure, lower income"
429,0,"New Joiners — Lower tenure, lower income"
613,1,"Tenured Employees — Higher tenure, higher income"
985,0,"New Joiners — Lower tenure, lower income"
994,0,"New Joiners — Lower tenure, lower income"
9,0,"New Joiners — Lower tenure, lower income"
157,0,"New Joiners — Lower tenure, lower income"
540,0,"New Joiners — Lower tenure, lower income"
507,0,"New Joiners — Lower tenure, lower income"
437,0,"New Joiners — Lower tenure, lower income"
267,0,"New Joiners — Lower tenure, lower income"
827,0,"New Joiners — Lower tenure, lower income"
462,1,"Tenured Employees — Higher tenure, higher income"
577,1,"Tenured Employees — Higher tenure, higher income"
339,0,"New Joiners — Lower tenure, lower income"
256,1,"Tenured Employees — Higher tenure, higher income"
853,0,"New Joiners — Lower tenure, lower income"
901,1,"Tenured Employees — Higher tenure, higher income"
666,0,"New Joiners — Lower tenure, lower income"
561,0,"New Joiners — Lower tenure, lower income"
209,0,"New Joiners — Lower tenure, lower income"
288,0,"New Joiners — Lower tenure, lower income"
2,0,"New Joiners — Lower tenure, lower income"
342,1,"Tenured Employees — Higher tenure, higher income"
270,0,"New Joiners — Lower tenure, lower income"
266,0,"New Joiners — Lower tenure, lower income"
864,0,"New Joiners — Lower tenure, lower income"
871,0,"New Joiners — Lower tenure, lower income"
727,0,"New Joiners — Lower tenure, lower income"
43,0,"New Joiners — Lower tenure, lower income"
399,0,"New Joiners — Lower tenure, lower income"
884,1,"Tenured Employees — Higher tenure, higher income"
629,0,"New Joiners — Lower tenure, lower income"
46,0,"New Joiners — Lower tenure, lower income"
162,0,"New Joiners — Lower tenure, lower income"
728,0,"New Joiners — Lower tenure, lower income"
630,0,"New Joiners — Lower tenure, lower income"
289,0,"New Joiners — Lower tenure, lower income"
590,0,"New Joiners — Lower tenure, lower income"
970,0,"New Joiners — Lower tenure, lower income"
576,0,"New Joiners — Lower tenure, lower income"
851,0,"New Joiners — Lower tenure, lower income"
316,1,"Tenured Employees — Higher tenure, higher income"
944,0,"New Joiners — Lower tenure, lower income"
231,0,"New Joiners — Lower tenure, lower income"
810,0,"New Joiners — Lower tenure, lower income"
877,1,"Tenured Employees — Higher tenure, higher income"
712,0,"New Joiners — Lower tenure, lower income"
77,0,"New Joiners — Lower tenure, lower income"
634,0,"New Joiners — Lower tenure, lower income"
248,0,"New Joiners — Lower tenure, lower income"
820,0,"New Joiners — Lower tenure, lower income"
825,1,"Tenured Employees — Higher tenure, higher income"
477,0,"New Joiners — Lower tenure, lower income"
671,1,"Tenured Employees — Higher tenure, higher income"
86,0,"New Joiners — Lower tenure, lower income"
470,0,"New Joiners — Lower tenure, lower income"
226,0,"New Joiners — Lower tenure, lower income"
775,0,"New Joiners — Lower tenure, lower income"
332,0,"New Joiners — Lower tenure, lower income"
234,0,"New Joiners — Lower tenure, lower income"
589,0,"New Joiners — Lower tenure, lower income"
476,0,"New Joiners — Lower tenure, lower income"
346,0,"New Joiners — Lower tenure, lower income"
983,0,"New Joiners — Lower tenure, lower income"
600,0,"New Joiners — Lower tenure, lower income"
422,1,"Tenured Employees — Higher tenure, higher income"
688,1,"Tenured Employees — Higher tenure, higher income"
183,0,"New Joiners — Lower tenure, lower income"
618,0,"New Joiners — Lower tenure, lower income"
333,1,"Tenured Employees — Higher tenure, higher income"
439,0,"New Joiners — Lower tenure, lower income"
931,0,"New Joiners — Lower tenure, lower income"
6,0,"New Joiners — Lower tenure, lower income"
530,0,"New Joiners — Lower tenure, lower income"
235,1,"Tenured Employees — Higher tenure, higher income"
487,0,"New Joiners — Lower tenure, lower income"
960,1,"Tenured Employees — Higher tenure, higher income"
498,1,"Tenured Employees — Higher tenure, higher income"
885,1,"Tenured Employees — Higher tenure, higher income"
954,0,"New Joiners — Lower tenure, lower income"
107,0,"New Joiners — Lower tenure, lower income"
444,0,"New Joiners — Lower tenure, lower income"
489,0,"New Joiners — Lower tenure, lower income"
647,0,"New Joiners — Lower tenure, lower income"
13,0,"New Joiners — Lower tenure, lower income"
739,0,"New Joiners — Lower tenure, lower income"
191,1,"Tenured Employees — Higher tenure, higher income"
833,0,"New Joiners — Lower tenure, lower income"
283,0,"New Joiners — Lower tenure, lower income"
30,1,"Tenured Employees — Higher tenure, higher income"
170,1,"Tenured Employees — Higher tenure, higher income"
181,0,"New Joiners — Lower tenure, lower income"
101,0,"New Joiners — Lower tenure, lower income"
198,1,"Tenured Employees — Higher tenure, higher income"
496,0,"New Joiners — Lower tenure, lower income"
722,0,"New Joiners — Lower tenure, lower income"
648,0,"New Joiners — Lower tenure, lower income"
45,0,"New Joiners — Lower tenure, lower income"
992,0,"New Joiners — Lower tenure, lower income"
711,0,"New Joiners — Lower tenure, lower income"
374,0,"New Joiners — Lower tenure, lower income"
679,0,"New Joiners — Lower tenure, lower income"
940,0,"New Joiners — Lower tenure, lower income"
649,0,"New Joiners — Lower tenure, lower income"
798,0,"New Joiners — Lower tenure, lower income"
848,0,"New Joiners — Lower tenure, lower income"
461,1,"Tenured Employees — Higher tenure, higher income"
909,0,"New Joiners — Lower tenure, lower income"
414,1,"Tenured Employees — Higher tenure, higher income"
132,0,"New Joiners — Lower tenure, lower income"
40,0,"New Joiners — Lower tenure, lower income"
435,0,"New Joiners — Lower tenure, lower income"
216,0,"New Joiners — Lower tenure, lower income"
556,1,"Tenured Employees — Higher tenure, higher income"
567,0,"New Joiners — Lower tenure, lower income"
763,0,"New Joiners — Lower tenure, lower income"
475,0,"New Joiners — Lower tenure, lower income"
457,0,"New Joiners — Lower tenure, lower income"
812,0,"New Joiners — Lower tenure, lower income"
261,1,"Tenured Employees — Higher tenure, higher income"
817,0,"New Joiners — Lower tenure, lower income"
36,0,"New Joiners — Lower tenure, lower income"
828,0,"New Joiners — Lower tenure, lower income"
912,0,"New Joiners — Lower tenure, lower income"
310,1,"Tenured Employees — Higher tenure, higher income"
277,0,"New Joiners — Lower tenure, lower income"
637,1,"Tenured Employees — Higher tenure, higher income"
655,1,"Tenured Employees — Higher tenure, higher income"
623,0,"New Joiners — Lower tenure, lower income"
836,0,"New Joiners — Lower tenure, lower income"
845,1,"Tenured Employees — Higher tenure, higher income"
394,0,"New Joiners — Lower tenure, lower income"
108,1,"Tenured Employees — Higher tenure, higher income"
525,0,"New Joiners — Lower tenure, lower income"
785,0,"New Joiners — Lower tenure, lower income"
204,0,"New Joiners — Lower tenure, lower income"
988,0,"New Joiners — Lower tenure, lower income"
632,1,"Tenured Employees — Higher tenure, higher income"
22,0,"New Joiners — Lower tenure, lower income"
403,1,"Tenured Employees — Higher tenure, higher income"
947,0,"New Joiners — Lower tenure, lower income"
84,0,"New Joiners — Lower tenure, lower income"
131,0,"New Joiners — Lower tenure, lower income"
896,0,"New Joiners — Lower tenure, lower income"
842,0,"New Joiners — Lower tenure, lower income"
742,1,"Tenured Employees — Higher tenure, higher income"
698,0,"New Joiners — Lower tenure, lower income"
287,0,"New Joiners — Lower tenure, lower income"
124,1,"Tenured Employees — Higher tenure, higher income"
34,0,"New Joiners — Lower tenure, lower income"
788,1,"Tenured Employees — Higher tenure, higher income"
517,1,"Tenured Employees — Higher tenure, higher income"
924,0,"New Joiners — Lower tenure, lower income"
20,0,"New Joiners — Lower tenure, lower income"
220,0,"New Joiners — Lower tenure, lower income"
892,1,"Tenured Employees — Higher tenure, higher income"
580,1,"Tenured Employees — Higher tenure, higher income"
482,0,"New Joiners — Lower tenure, lower income"
932,1,"Tenured Employees — Higher tenure, higher income"
357,0,"New Joiners — Lower tenure, lower income"
662,0,"New Joiners — Lower tenure, lower income"
225,1,"Tenured Employees — Higher tenure, higher income"
760,0,"New Joiners — Lower tenure, lower income"
93,1,"Tenured Employees — Higher tenure, higher income"
152,0,"New Joiners — Lower tenure, lower income"
318,1,"Tenured Employees — Higher tenure, higher income"
449,1,"Tenured Employees — Higher tenure, higher income"
804,0,"New Joiners — Lower tenure, lower income"
746,0,"New Joiners — Lower tenure, lower income"
523,1,"Tenured Employees — Higher tenure, higher income"
280,0,"New Joiners — Lower tenure, lower income"
584,0,"New Joiners — Lower tenure, lower income"
765,0,"New Joiners — Lower tenure, lower income"
605,0,"New Joiners — Lower tenure, lower income"
350,0,"New Joiners — Lower tenure, lower income"
928,0,"New Joiners — Lower tenure, lower income"
375,0,"New Joiners — Lower tenure, lower income"
401,0,"New Joiners — Lower tenure, lower income"
705,0,"New Joiners — Lower tenure, lower income"
258,1,"Tenured Employees — Higher tenure, higher income"
945,1,"Tenured Employees — Higher tenure, higher income"
852,1,"Tenured Employees — Higher tenure, higher income"
73,0,"New Joiners — Lower tenure, lower income"
196,0,"New Joiners — Lower tenure, lower income"
484,0,"New Joiners — Lower tenure, lower income"
856,0,"New Joiners — Lower tenure, lower income"
495,0,"New Joiners — Lower tenure, lower income"
773,0,"New Joiners — Lower tenure, lower income"
463,0,"New Joiners — Lower tenure, lower income"
202,1,"Tenured Employees — Higher tenure, higher income"
313,1,"Tenured Employees — Higher tenure, higher income"
291,0,"New Joiners — Lower tenure, lower income"
764,1,"Tenured Employees — Higher tenure, higher income"
950,0,"New Joiners — Lower tenure, lower income"
184,1,"Tenured Employees — Higher tenure, higher income"
251,0,"New Joiners — Lower tenure, lower income"
941,0,"New Joiners — Lower tenure, lower income"
392,0,"New Joiners — Lower tenure, lower income"
905,0,"New Joiners — Lower tenure, lower income"
731,0,"New Joiners — Lower tenure, lower income"
555,0,"New Joiners — Lower tenure, lower income"
367,0,"New Joiners — Lower tenure, lower income"
536,1,"Tenured Employees — Higher tenure, higher income"
920,1,"Tenured Employees — Higher tenure, higher income"
212,0,"New Joiners — Lower tenure, lower income"
538,0,"New Joiners — Lower tenure, lower income"
