Employee_ID,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Department_Finance,Department_HR,Department_Marketing,Department_Sales,Job_Role_Accountant,Job_Role_Content Specialist,Job_Role_Finance Manager,Job_Role_Financial Analyst,Job_Role_HR Manager,Job_Role_HR Specialist,Job_Role_Marketing Analyst,Job_Role_Marketing Manager,Job_Role_QA Engineer,Job_Role_Recruiter,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Senior Engineer,Job_Role_Software Engineer,Monthly_Income_Predictions,Subtraction_scaled,Pay_Flag,Attrition_Probability,Attrition_Risk_Flag,High_Potential_Flag,Segment_ID,Segment_Label
512,4,41,2,3989.546,69.0,2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6211.237795917734,-2.656910369473138,Overpaid,0.1455912482320983,Low,0,0,"New Joiners — Lower tenure, lower income"
363,3,41,9,5415.39,76.0,2015-08-07,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6737.470920247738,-1.5810701163604923,Fair,0.0769003029097976,Low,0,1,"Tenured Employees — Higher tenure, higher income"
953,2,31,1,2807.93,82.0,2023-04-14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4121.581101068051,-1.5709889367691348,Fair,0.241778414147009,Low,0,0,"New Joiners — Lower tenure, lower income"
468,2,33,1,4754.32,83.0,2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4187.2047464129855,0.6782103623510526,Fair,0.2321410172359235,Low,0,0,"New Joiners — Lower tenure, lower income"
715,3,26,0,5301.07,65.0,2024-03-03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4807.933457848119,0.5897395826085926,Fair,0.2496819748830201,Low,0,0,"New Joiners — Lower tenure, lower income"
847,1,47,7,4892.69,46.0,2017-05-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4606.574105526688,0.3421646010009269,Fair,0.2694907227925243,Low,0,1,"Tenured Employees — Higher tenure, higher income"
759,3,44,3,4127.318,84.0,2021-08-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5404.62647077246,-1.527526962671869,Fair,0.7518419187626715,High,0,0,"New Joiners — Lower tenure, lower income"
831,1,41,2,3869.78,61.0,2022-05-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3560.770574460464,0.3695428630062483,Fair,0.3760495475841914,Medium,1,0,"New Joiners — Lower tenure, lower income"
680,2,30,1,4066.488,56.0,2023-09-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4276.441446358536,-0.2510823012272008,Fair,0.3543514373026653,Medium,0,0,"New Joiners — Lower tenure, lower income"
420,4,30,3,6889.94,80.0,2021-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6273.2782255675575,0.7374628046778501,Fair,0.2112254505382546,Low,0,1,"Tenured Employees — Higher tenure, higher income"
527,2,26,6,5745.77,56.0,2018-01-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5228.634176378397,0.6184402061217084,Fair,0.7013993995058397,High,1,1,"Tenured Employees — Higher tenure, higher income"
610,2,32,4,5261.17,60.0,2023-03-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4796.402072813664,0.5558136945047434,Fair,0.2021666339370777,Low,0,0,"New Joiners — Lower tenure, lower income"
250,2,34,7,6578.79,59.0,2017-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5650.12085859633,1.1105908912023057,Fair,0.130150034322544,Low,0,1,"Tenured Employees — Higher tenure, higher income"
380,3,41,2,3200.49,72.4,2022-01-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5233.562823301234,-2.4313418612106608,Overpaid,0.1562638717008931,Low,0,0,"New Joiners — Lower tenure, lower income"
16,2,29,0,3275.93,90.0,2024-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912.673141317403,-0.7614780132715364,Fair,0.8356125917432314,High,1,0,"New Joiners — Lower tenure, lower income"
160,2,33,6,4621.28,76.0,2018-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5442.162101331831,-0.981688896340598,Fair,0.1187015747910929,Low,0,0,"New Joiners — Lower tenure, lower income"
645,2,43,1,5005.08,61.8,2023-04-10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4174.794254195111,0.9929346688447844,Fair,0.3207024423918785,Medium,1,0,"New Joiners — Lower tenure, lower income"
49,3,35,3,5591.27,81.0,2021-02-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410.021332512053,0.2167543963509097,Fair,0.7578793105065006,High,1,0,"New Joiners — Lower tenure, lower income"
990,4,45,9,7908.56,60.0,2015-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7766.948974163914,0.1693519342633237,Fair,0.0714708665214398,Low,0,1,"Tenured Employees — Higher tenure, higher income"
412,2,29,0,3934.17,56.0,2024-03-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3899.9743862586256,0.0408943674846791,Fair,0.3110063417092907,Medium,0,0,"New Joiners — Lower tenure, lower income"
378,4,34,0,7893.31,79.0,2024-11-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5597.137303970146,2.745981714202052,Underpaid,0.3585153237542323,Medium,0,1,"Tenured Employees — Higher tenure, higher income"
295,3,25,0,4624.26,86.0,2024-12-16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4751.709207508782,-0.1524158848826007,Fair,0.221482266477597,Low,0,0,"New Joiners — Lower tenure, lower income"
568,1,26,8,5163.99,66.0,2016-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4906.678401628034,0.3077176839543488,Fair,0.0991081578530741,Low,1,1,"Tenured Employees — Higher tenure, higher income"
128,1,30,0,3550.44,80.0,2024-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3266.0285212506856,0.3401262985598315,Fair,0.3191332288862269,Medium,0,0,"New Joiners — Lower tenure, lower income"
298,4,35,6,8278.29,91.0,2018-11-18,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7005.242035725828,1.5224318437560476,Fair,0.1026645156625583,Low,0,1,"Tenured Employees — Higher tenure, higher income"
997,2,35,7,5706.21,65.0,2017-07-22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5452.440477893501,0.3034817322456216,Fair,0.0976937670605177,Low,0,1,"Tenured Employees — Higher tenure, higher income"
238,3,35,1,5278.04,92.0,2023-02-26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5032.3759272250845,0.293788464971604,Fair,0.1911236708969619,Low,0,0,"New Joiners — Lower tenure, lower income"
168,2,21,4,5639.91,65.0,2020-07-07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4813.020132926987,0.9888735540525464,Fair,0.2211342397825188,Low,0,1,"Tenured Employees — Higher tenure, higher income"
893,3,26,2,3975.2,54.0,2022-09-24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5164.171688956108,-1.4218854366757747,Fair,0.1738838320253817,Low,0,0,"New Joiners — Lower tenure, lower income"
447,4,35,1,6641.31,70.0,2023-08-09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5867.198510545438,0.92575614999313,Fair,0.2609842140185179,Low,0,0,"New Joiners — Lower tenure, lower income"
81,1,51,1,3577.73,74.0,2023-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3284.41054765134,0.3507793006866718,Fair,0.4844916519194546,Medium,0,0,"New Joiners — Lower tenure, lower income"
876,1,33,1,3336.23,76.0,2023-03-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3452.454893084948,-0.1389927820752222,Fair,0.3981466628605182,Medium,0,0,"New Joiners — Lower tenure, lower income"
942,2,24,0,3940.74,58.0,2024-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3909.506817828664,0.0373516100366153,Fair,0.3818778520519248,Medium,0,0,"New Joiners — Lower tenure, lower income"
938,3,27,0,4791.36,60.0,2024-02-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4897.76780668774,-0.1272525763929218,Fair,0.3332235392727417,Medium,0,0,"New Joiners — Lower tenure, lower income"
31,2,34,3,5065.93,83.0,2021-02-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4591.068523354352,0.5678845210129535,Fair,0.2199710958719455,Low,0,0,"New Joiners — Lower tenure, lower income"
243,4,37,1,6745.72,69.0,2023-04-24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5782.709135867011,1.1516599897121684,Fair,0.3138241623480813,Medium,0,1,"Tenured Employees — Higher tenure, higher income"
672,3,36,1,5875.6,65.0,2023-10-02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5022.883139517839,1.0197599293486914,Fair,0.312062443151733,Medium,0,0,"New Joiners — Lower tenure, lower income"
741,2,32,9,6951.11,86.0,2015-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5981.896925737383,1.1590771825187218,Fair,0.0767568791702809,Low,1,1,"Tenured Employees — Higher tenure, higher income"
572,2,38,5,5461.962,60.0,2019-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5168.397489152117,0.3510723649491904,Fair,0.2508833500320797,Low,0,1,"Tenured Employees — Higher tenure, higher income"
776,3,37,2,5811.11,74.0,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5238.555656726949,0.684714943145688,Fair,0.1866394528270613,Low,0,0,"New Joiners — Lower tenure, lower income"
579,2,48,1,4805.202,53.0,2023-08-07,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4086.840000833782,0.8590856068007252,Fair,0.2789100938433461,Low,0,0,"New Joiners — Lower tenure, lower income"
706,2,39,4,6357.09,81.0,2019-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4812.011840552736,1.847751425749027,Fair,0.3029383634946725,Medium,0,1,"Tenured Employees — Higher tenure, higher income"
28,2,37,0,4745.5160000000005,63.0,2024-10-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881.631638019792,1.0331150898555574,Fair,0.8820230380399809,High,1,0,"New Joiners — Lower tenure, lower income"
578,2,34,0,2961.82,56.0,2024-04-10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3872.002971349606,-1.0884833707088075,Fair,0.3118753310457015,Medium,0,0,"New Joiners — Lower tenure, lower income"
123,1,32,10,4646.16,72.0,2014-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5314.670118657899,-0.7994679863442499,Fair,0.1282465299287531,Low,0,1,"Tenured Employees — Higher tenure, higher income"
803,3,36,2,6011.52,62.0,2022-08-15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5168.424753370597,1.00825348832774,Fair,0.227682386967341,Low,0,0,"New Joiners — Lower tenure, lower income"
936,3,35,2,3795.83,75.0,2022-02-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5198.201180550265,-1.6770888465720624,Fair,0.187438282211169,Low,0,0,"New Joiners — Lower tenure, lower income"
921,2,37,1,3750.718,77.0,2023-09-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4288.7598243097145,-0.6434415902536188,Fair,0.352128399780471,Medium,0,0,"New Joiners — Lower tenure, lower income"
724,2,29,0,3834.79,52.0,2024-01-04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3898.7925390036494,-0.0765403238486375,Fair,0.3703654623261299,Medium,0,0,"New Joiners — Lower tenure, lower income"
564,1,36,1,3343.42,77.0,2023-08-06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3355.504433194786,-0.014451714645311,Fair,0.3105557135097843,Medium,1,0,"New Joiners — Lower tenure, lower income"
509,2,46,3,5013.05,80.0,2021-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4580.973871083717,0.5167177325985829,Fair,0.3362135928351515,Medium,0,0,"New Joiners — Lower tenure, lower income"
272,3,37,2,4374.904,64.0,2022-06-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5189.0377827183,-0.9736186150649748,Fair,0.255209851665814,Low,0,0,"New Joiners — Lower tenure, lower income"
348,1,41,18,7438.15,66.0,2006-04-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7242.633749237962,0.2338169295150086,Fair,0.0474501374838777,Low,0,1,"Tenured Employees — Higher tenure, higher income"
757,3,37,2,4729.84,59.0,2022-01-26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5184.614287666581,-0.5438623498053549,Fair,0.2663564632230588,Low,0,0,"New Joiners — Lower tenure, lower income"
278,2,34,1,2639.61,59.0,2023-04-15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4104.668797427925,-1.7520566614714337,Fair,0.1946952850681147,Low,0,0,"New Joiners — Lower tenure, lower income"
895,3,45,0,3325.85,98.0,2024-09-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4915.288451539554,-1.9008016824360376,Fair,0.3259648935148896,Medium,0,0,"New Joiners — Lower tenure, lower income"
908,2,34,9,5743.03,86.0,2015-09-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919.69942424828,-0.2112781017225687,Fair,0.573258871997823,Medium,1,1,"Tenured Employees — Higher tenure, higher income"
432,2,30,3,3753.16,78.0,2021-05-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4778.336334806896,-1.2260033725162869,Fair,0.2565728435741776,Low,0,0,"New Joiners — Lower tenure, lower income"
692,1,43,0,3412.68,77.0,2024-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3251.748150439865,0.1924576130048626,Fair,0.3628321604916158,Medium,0,0,"New Joiners — Lower tenure, lower income"
976,4,45,3,6135.33,67.0,2021-06-10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6227.689806067915,-0.1104526410527635,Fair,0.1325751295955262,Low,0,1,"Tenured Employees — Higher tenure, higher income"
148,2,35,2,4060.25,60.0,2022-02-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4345.933148171521,-0.3416470818118599,Fair,0.2532389959555921,Low,0,0,"New Joiners — Lower tenure, lower income"
300,2,28,7,5985.46,87.0,2017-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5498.836558467907,0.5819505973830402,Fair,0.1642351311805669,Low,0,1,"Tenured Employees — Higher tenure, higher income"
557,3,26,4,6540.66,67.0,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5689.986318315018,1.0173165018026695,Fair,0.1291477282411035,Low,0,1,"Tenured Employees — Higher tenure, higher income"
446,1,37,1,3253.15,65.0,2023-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3470.390704022124,-0.2597970970809659,Fair,0.3074194643312463,Medium,0,0,"New Joiners — Lower tenure, lower income"
878,2,40,6,4105.08,83.0,2018-02-15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5233.881687270943,-1.34992842549075,Fair,0.1408625942309809,Low,0,0,"New Joiners — Lower tenure, lower income"
458,1,30,0,3437.75,73.0,2024-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3118.1502261502,0.3822078088342763,Fair,0.2975571872514141,Low,0,0,"New Joiners — Lower tenure, lower income"
52,2,45,3,4970.49,65.0,2021-10-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4753.420316388057,0.2595925746075814,Fair,0.3421883588882541,Medium,0,0,"New Joiners — Lower tenure, lower income"
879,2,48,6,5617.42,64.0,2018-05-08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5291.733794219581,0.3894865430580184,Fair,0.1743501740834816,Low,0,1,"Tenured Employees — Higher tenure, higher income"
519,2,38,0,3898.89,79.0,2024-04-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3888.7737335783454,0.0120979936125409,Fair,0.3082059369069609,Medium,0,0,"New Joiners — Lower tenure, lower income"
23,2,23,7,4199.94,79.0,2017-11-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475.558209065811,-1.5255055869510017,Fair,0.590027456547778,Medium,1,0,"New Joiners — Lower tenure, lower income"
319,3,22,5,5090.47,61.0,2019-03-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6022.588995422713,-1.1147165547768867,Fair,0.1571744942811804,Low,0,0,"New Joiners — Lower tenure, lower income"
675,1,30,0,3288.58,70.0,2024-05-27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3130.7845434434944,0.1887068159278797,Fair,0.3363250311837907,Medium,1,0,"New Joiners — Lower tenure, lower income"
433,3,34,1,5632.4,67.0,2023-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4971.416337815066,0.7904671338024373,Fair,0.3389340030054416,Medium,0,0,"New Joiners — Lower tenure, lower income"
210,2,34,2,4329.74,65.6,2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4355.073181169631,-0.0302958276503557,Fair,0.3334834458687472,Medium,0,0,"New Joiners — Lower tenure, lower income"
620,2,40,1,4891.68,66.0,2023-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4126.168119067385,0.9154719201565004,Fair,0.4122728936797633,Medium,0,0,"New Joiners — Lower tenure, lower income"
143,3,25,19,4669.732,72.0,2005-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9053.698680008543,-5.242764344245131,Overpaid,0.0069706826263717,Low,0,1,"Tenured Employees — Higher tenure, higher income"
51,2,37,2,2969.67,50.0,2022-04-08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4311.797729415937,-1.6050439975494613,Fair,0.2340442132654588,Low,0,0,"New Joiners — Lower tenure, lower income"
167,3,43,7,7320.31,74.0,2017-04-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6309.626697484762,1.2086712259730228,Fair,0.1301965530682495,Low,0,1,"Tenured Employees — Higher tenure, higher income"
667,1,31,0,2303.49,70.0,2024-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3256.2872023949567,-1.1394455215163857,Fair,0.3019932232659278,Medium,0,0,"New Joiners — Lower tenure, lower income"
82,3,32,3,5889.87,51.0,2021-10-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5461.860606767461,0.5118543432536256,Fair,0.2368135376159806,Low,0,0,"New Joiners — Lower tenure, lower income"
849,2,33,2,3189.95,80.0,2022-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4408.443618574589,-1.4571905681410502,Fair,0.1764252139225633,Low,0,0,"New Joiners — Lower tenure, lower income"
322,4,32,2,6033.38,66.0,2022-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6074.947255629246,-0.0497100780201883,Fair,0.1429602626750727,Low,0,0,"New Joiners — Lower tenure, lower income"
933,2,25,4,4724.75,87.0,2020-02-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809.168236066074,-0.1009553562689073,Fair,0.7276205433616921,High,1,0,"New Joiners — Lower tenure, lower income"
965,1,51,4,2856.79,72.0,2020-03-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933.647656127752,-1.2878088123067033,Fair,0.8225326838870819,High,0,0,"New Joiners — Lower tenure, lower income"
887,2,37,1,2940.24,53.0,2023-03-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4267.527048061465,-1.5872960991896643,Fair,0.3536265457689955,Medium,0,0,"New Joiners — Lower tenure, lower income"
67,1,33,5,5423.6,73.0,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4234.932085856497,1.4215221538608158,Fair,0.1769316802624744,Low,1,1,"Tenured Employees — Higher tenure, higher income"
335,2,28,3,3907.03,66.0,2021-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4584.686002480152,-0.8104055041448682,Fair,0.2653218758358619,Low,0,0,"New Joiners — Lower tenure, lower income"
290,2,42,2,4310.07,82.0,2022-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4543.849459852733,-0.27957571441451,Fair,0.2360475181461828,Low,0,0,"New Joiners — Lower tenure, lower income"
340,2,36,5,5191.5,59.0,2019-10-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5203.947019481886,-0.0148853298154236,Fair,0.2463115138559656,Low,1,0,"New Joiners — Lower tenure, lower income"
830,3,26,10,6574.51,73.6,2014-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6999.446704035376,-0.5081797292477073,Fair,0.0829842774023396,Low,0,1,"Tenured Employees — Higher tenure, higher income"
284,2,35,7,5444.872,84.0,2017-09-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469.249759090032,-0.0291532430510092,Fair,0.6595456131936497,High,1,1,"Tenured Employees — Higher tenure, higher income"
501,1,29,1,3104.15,66.0,2023-10-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3447.185217990676,-0.4102341420392286,Fair,0.3870028741093077,Medium,0,0,"New Joiners — Lower tenure, lower income"
665,2,38,5,6323.3,59.0,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996.663359189296,1.5865182803346358,Fair,0.7815378340147134,High,1,1,"Tenured Employees — Higher tenure, higher income"
65,3,36,1,4884.03,82.0,2023-03-06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4956.107004530182,-0.0861965377414998,Fair,0.2261425465839626,Low,0,0,"New Joiners — Lower tenure, lower income"
694,3,44,4,5414.36,68.0,2020-03-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614.364255799595,-0.2391841128229922,Fair,0.7543985083957179,High,0,0,"New Joiners — Lower tenure, lower income"
265,2,33,4,4279.38,61.0,2020-05-02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4772.892671924154,-0.5901893943664859,Fair,0.1923922757236786,Low,0,0,"New Joiners — Lower tenure, lower income"
450,2,47,1,3961.76,68.0,2023-07-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4306.499817529237,-0.412272664303263,Fair,0.4089281047496712,Medium,0,0,"New Joiners — Lower tenure, lower income"
581,3,32,1,4404.87,83.0,2023-03-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4984.068789697255,-0.6926610041773366,Fair,0.2157792465205952,Low,0,0,"New Joiners — Lower tenure, lower income"
784,2,36,1,3625.17,76.0,2023-01-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4135.301034392094,-0.6100632128888682,Fair,0.2712854119105028,Low,0,0,"New Joiners — Lower tenure, lower income"
21,2,44,7,6525.71,71.0,2017-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5510.10855716946,1.214552805959166,Fair,0.128237707865289,Low,0,1,"Tenured Employees — Higher tenure, higher income"
443,3,25,3,5721.8,65.0,2021-05-11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5398.690676014814,0.3864048627028758,Fair,0.1784427598378086,Low,0,0,"New Joiners — Lower tenure, lower income"
822,3,40,1,5924.26,53.0,2023-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4926.873418221049,1.192769742576836,Fair,0.2801451621318095,Low,0,0,"New Joiners — Lower tenure, lower income"
747,2,48,1,3432.67,78.0,2023-01-12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4102.838716237721,-0.8014514950904712,Fair,0.3097416539110783,Medium,0,0,"New Joiners — Lower tenure, lower income"
297,3,27,1,6210.77,80.0,2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5170.599571147372,1.2439347363643978,Fair,0.2140846154084633,Low,0,0,"New Joiners — Lower tenure, lower income"
500,2,24,6,5178.46,63.0,2018-04-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5236.615726955386,-0.06954814987206,Fair,0.6759004297503531,High,1,1,"Tenured Employees — Higher tenure, higher income"
573,3,28,0,6000.25,75.0,2024-08-09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4759.032492217435,1.48436595627651,Fair,0.3316854371653346,Medium,0,0,"New Joiners — Lower tenure, lower income"
262,1,38,11,6946.51,85.0,2013-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5584.4346453749695,1.6288992651260843,Fair,0.0780142903680765,Low,1,1,"Tenured Employees — Higher tenure, higher income"
805,3,38,4,6145.43,82.0,2020-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5692.524858442675,0.5416270471009627,Fair,0.1385646913934912,Low,0,1,"Tenured Employees — Higher tenure, higher income"
866,2,47,2,5009.33,94.0,2022-02-10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4367.637918282107,0.7673964269291493,Fair,0.3385463725526449,Medium,0,0,"New Joiners — Lower tenure, lower income"
683,2,33,1,5192.02,74.0,2023-07-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4289.683042287848,1.079100361314489,Fair,0.376731787248377,Medium,1,0,"New Joiners — Lower tenure, lower income"
558,1,31,0,4139.57,71.0,2024-03-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3075.7500564735037,1.2722170754743778,Fair,0.4734220772194368,Medium,1,0,"New Joiners — Lower tenure, lower income"
612,1,34,3,3438.84,68.0,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3781.828323667218,-0.4101780613468056,Fair,0.2073073898707625,Low,1,0,"New Joiners — Lower tenure, lower income"
622,3,38,4,6960.62,49.0,2015-03-20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5596.80218726216,1.630983062274186,Fair,0.2828554568524747,Low,0,1,"Tenured Employees — Higher tenure, higher income"
529,1,34,1,4497.946,66.0,2023-02-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3291.6021033560496,1.4426607750153595,Fair,0.4188809357444107,Medium,1,0,"New Joiners — Lower tenure, lower income"
